file	id	SessionDate	TrialList	CorrectResp1	CorrectResp2	CorrectResp3	FaceCenter	FaceLeft	FaceRight	Fixation1	Fixation2	Fixation3	Fixation4	TestCenter	TestLeft	TestRight	TrialList	TestCenter.ACC	TestLeft.ACC	TestRight.ACC	TestCenter.CRESP	TestLeft.CRESP	TestRight.CRESP	TrialList.Cycle	Fixation1.OffsetTime	Fixation2.OffsetTime	Fixation3.OffsetTime	Fixation4.OffsetTime	MemorizeCenter.OffsetTime	MemorizeLeft.OffsetTime	MemorizeRight.OffsetTime	TestCenter.OffsetTime	TestLeft.OffsetTime	TestRight.OffsetTime	Fixation1.OnsetTime	Fixation2.OnsetTime	Fixation3.OnsetTime	Fixation4.OnsetTime	MemorizeCenter.OnsetTime	MemorizeLeft.OnsetTime	MemorizeRight.OnsetTime	TestCenter.OnsetTime	TestLeft.OnsetTime	TestRight.OnsetTime	TestCenter.RESP	TestRight.RESP	TestCenter.RT	TestLeft.RT	TestRight.RT
1/166/AUS_CMFT-166-1.txt	166	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	1523	2573	1604
1/166/AUS_CMFT-166-1.txt	166	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	2386	1674	1275
1/166/AUS_CMFT-166-1.txt	166	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	1601	1711	2041
1/167/AUS_CMFT-167-1.txt	167	04-28-2012	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	62282	78782	86282	92282	68282	65282	71282	90782	83282	96782	47393	71382	83385	90891	65380	62388	68389	86377	78888	92378	4	4	2264	2370	2251
1/167/AUS_CMFT-167-1.txt	167	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	1	4	3	4	1	98282	114782	125282	134282	104282	101282	107282	129782	119282	138782	96892	107390	119377	129892	101389	98380	104381	125378	114880	134388	4	4	2527	1659	1997
1/167/AUS_CMFT-167-1.txt	167	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	146282	159782	171782	183782	152282	149282	155282	176282	164282	188282	138885	155385	164379	176382	149384	146391	152393	171885	159882	183888	2	2	2130	2724	2624
1/167/AUS_CMFT-167-1.txt	167	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	195782	209282	215282	227282	201782	198782	204782	219782	213782	231782	188384	204884	213878	219879	198883	195890	201892	215383	209381	227385	3	2	2790	1985	2242
1/167/AUS_CMFT-167-1.txt	167	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	233282	249782	260282	266282	239282	236282	242282	264782	254282	270782	231882	242381	254383	264882	236379	233387	239388	260385	249887	266386	2	4	2068	2892	2019
1/167/AUS_CMFT-167-1.txt	167	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	278282	294782	300782	309782	284282	281282	287282	305282	299282	314282	270883	287383	299386	305387	281382	278389	284391	300890	294889	309884	4	2	2114	1725	2193
1/168/AUS_CMFT-168-1.txt	168	04-28-2012	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	55592	72092	79592	85592	61592	58592	64592	84092	76592	90092	40699	64688	76691	84197	58687	55694	61696	79700	72194	85702	4	4	2125	1820	2046
1/168/AUS_CMFT-168-1.txt	168	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	NA	1	1	4	3	4	1	91592	108092	118592	127592	97592	94592	100592	123092	112592	132092	90198	100697	112700	123198	94695	91703	97688	118701	108203	127695	2	4	1825	1886	1757
1/168/AUS_CMFT-168-1.txt	168	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	139592	153092	165092	177092	145592	142592	148592	169592	157592	181592	132192	148691	157702	169688	142690	139698	145699	165191	153188	177194	2	2	1795	1337	1739
1/168/AUS_CMFT-168-1.txt	168	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	189092	202592	208592	220592	195092	192092	198092	213092	207092	225092	181691	198191	207201	213203	192189	189197	195198	208689	202688	220692	3	2	2129	1669	1548
1/168/AUS_CMFT-168-1.txt	168	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	226592	243092	253592	259592	232592	229592	235592	258092	247592	264092	225189	235687	247690	258188	229702	226693	232695	253691	243193	259693	2	4	1875	1913	1923
1/168/AUS_CMFT-168-1.txt	168	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	271592	288092	294092	303092	277592	274592	280592	298592	292592	307592	264190	280689	292692	298694	274688	271696	277697	294197	288195	303191	4	2	1839	2962	2250
1/170/AUS_CMFT-170-1.txt	170	05-12-2012	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	59056	75556	83056	89056	65056	62056	68056	87556	80056	93556	44161	68167	80153	87659	62165	59156	65158	83162	75656	89163	4	4	2359	2025	2373
1/170/AUS_CMFT-170-1.txt	170	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	1	4	3	4	1	95056	111556	122056	131056	101056	98056	104056	126556	116056	135556	93660	104158	116161	126659	98157	95164	101166	122162	111664	131156	4	4	2440	1910	1501
1/170/AUS_CMFT-170-1.txt	170	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	143056	156556	168556	180556	149056	146056	152056	173056	161056	185056	135653	152153	161163	173166	146151	143159	149160	168652	156666	180655	2	2	4007	1969	1456
1/170/AUS_CMFT-170-1.txt	170	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	192556	206056	212056	224056	198556	195556	201556	216556	210556	228556	185152	201652	210662	216663	195667	192658	198659	212167	206165	224153	3	2	1600	2135	3235
1/170/AUS_CMFT-170-1.txt	170	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	230056	246556	257056	263056	236056	233056	239056	261556	251056	267556	228666	239165	251151	261666	233163	230154	236155	257152	246654	263153	2	4	1557	2502	1769
1/170/AUS_CMFT-170-1.txt	170	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	275056	291556	297556	306556	281056	278056	284056	302056	296056	311056	267667	284167	296153	302154	278165	275156	281158	297657	291656	306651	4	2	2746	1702	1787
1/172/AUS_CMFT-172-1.txt	172	01-12-2012	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	61710	78210	85710	91710	67710	64710	70710	90210	82710	96210	46826	70815	82818	90308	64814	61805	67806	85811	78305	91812	4	4	3849	3575	2593
1/172/AUS_CMFT-172-1.txt	172	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	1	4	3	4	1	97710	114210	124710	133710	103710	100710	106710	129210	118710	138210	96309	106807	118810	129308	100806	97814	103815	124812	114313	133805	4	4	2286	2043	1214
1/172/AUS_CMFT-172-1.txt	172	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	145710	159210	171210	183210	151710	148710	154710	175710	163710	187710	138319	154819	163812	175815	148817	145808	151810	171318	159316	183305	2	2	2352	1271	1865
1/172/AUS_CMFT-172-1.txt	172	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	195210	208710	214710	226710	201210	198210	204210	219210	213210	231210	187818	204318	213312	219313	198316	195307	201309	214816	208815	226819	3	2	2349	2299	2836
1/172/AUS_CMFT-172-1.txt	172	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	232710	249210	259710	265710	238710	235710	241710	264210	253710	270210	231316	241814	253817	264315	235813	232820	238805	259818	249320	265820	2	4	2260	1683	2126
1/172/AUS_CMFT-172-1.txt	172	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	277710	294210	300210	309210	283710	280710	286710	304710	298710	313710	270317	286817	298819	304821	280815	277806	283807	300307	294306	309318	4	2	3361	1949	1902
1/174/AUS_CMFT-174-1.txt	174	10-12-2011	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	1599	1379	1613
1/174/AUS_CMFT-174-1.txt	174	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	1	4	3	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	3092	2038	1897
1/174/AUS_CMFT-174-1.txt	174	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	1614	2223	1897
1/174/AUS_CMFT-174-1.txt	174	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	2154	1827	2336
1/174/AUS_CMFT-174-1.txt	174	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	1967	2035	1809
1/174/AUS_CMFT-174-1.txt	174	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	2751	1887	1954
1/177/AUS_CMFT-177-1.txt	177	06-15-2011	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	1523	1379	1047
1/177/AUS_CMFT-177-1.txt	177	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	NA	1	1	4	3	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	1540	1536	1324
1/177/AUS_CMFT-177-1.txt	177	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2112	1997	3917
1/177/AUS_CMFT-177-1.txt	177	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	1871	2668	3471
1/177/AUS_CMFT-177-1.txt	177	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	2166	3052	1622
1/177/AUS_CMFT-177-1.txt	177	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	NA	NA	1	4	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	2819	NA	2881
1/178/AUS_CMFT-178-1.txt	178	11-12-2011	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	52815	69315	76815	82815	58815	55815	61815	81315	73815	87315	37923	61912	73915	81421	55911	52918	58920	76924	69418	82926	4	4	1149	1244	1005
1/178/AUS_CMFT-178-1.txt	178	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	1	4	3	4	1	88815	105315	115815	124815	94815	91815	97815	120315	109815	129315	87422	97921	109924	120422	91919	88910	94912	115925	105410	124919	4	4	1977	1519	1794
1/178/AUS_CMFT-178-1.txt	178	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	136815	150315	162315	174315	142815	139815	145815	166815	154815	178815	129416	145915	154926	166912	139914	136922	142923	162415	150412	174418	2	2	1819	1196	1191
1/178/AUS_CMFT-178-1.txt	178	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	1	3	3	2	1	186315	199815	205815	217815	192315	189315	195315	210315	204315	222315	178915	195415	204425	210410	189413	186421	192422	205913	199912	217916	3	2	1100	1940	1442
1/178/AUS_CMFT-178-1.txt	178	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	223815	240315	250815	256815	229815	226815	232815	255315	244815	261315	222413	232911	244914	255412	226910	223917	229919	250915	240417	256917	2	4	1172	1170	1062
1/178/AUS_CMFT-178-1.txt	178	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	268815	285315	291315	300315	274815	271815	277815	295815	289815	304815	261414	277913	289916	295918	271912	268919	274921	291421	285419	300414	4	2	1883	1565	1197
1/179/AUS_CMFT-179-1.txt	179	11-12-2011	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	59865	76365	83865	89865	65865	62865	68865	88365	80865	94365	44982	68971	80974	88463	62969	59960	65962	83966	76460	89967	4	4	1605	1375	1847
1/179/AUS_CMFT-179-1.txt	179	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	1	4	3	4	1	95865	112365	122865	131865	101865	98865	104865	127365	116865	136365	94464	104962	116965	127463	98961	95969	101970	122966	112468	131960	4	4	1429	1256	2842
1/179/AUS_CMFT-179-1.txt	179	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	NA	1	2	4	2	1	143865	157365	169365	181365	149865	146865	152865	173865	161865	185865	136474	152973	161967	173970	146972	143963	149964	169473	157470	181476	2	2	3300	3193	1417
1/179/AUS_CMFT-179-1.txt	179	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	NA	1	3	3	2	1	193365	206865	212865	224865	199365	196365	202365	217365	211365	229365	185972	202472	211466	217467	196471	193462	199463	212970	206969	224973	3	2	2242	3328	2174
1/179/AUS_CMFT-179-1.txt	179	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	230865	247365	257865	263865	236865	233865	239865	262365	251865	268365	229470	239968	251971	262469	233967	230974	236976	257972	247474	263973	2	4	2388	1526	2731
1/179/AUS_CMFT-179-1.txt	179	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	NA	1	4	2	2	1	275865	292365	298365	307365	281865	278865	284865	302865	296865	311865	268470	284970	296973	302974	278969	275960	281961	298460	292476	307471	4	2	3349	1875	1314
1/182/AUS_CMFT-182-1.txt	182	04-30-2012	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	51450	67950	75450	81450	57450	54450	60450	79950	72450	85950	36561	60551	72553	80059	54549	51557	57558	75546	68057	81547	4	4	1170	1038	1199
1/182/AUS_CMFT-182-1.txt	182	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	NA	1	1	4	3	4	1	87450	103950	114450	123450	93450	90450	96450	118950	108450	127950	86061	96559	108545	119060	90558	87549	93550	114547	104048	123557	2	4	1285	1231	1701
1/182/AUS_CMFT-182-1.txt	182	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	135450	148950	160950	172950	141450	138450	144450	165450	153450	177450	128054	144554	153548	165551	138553	135560	141545	161054	149051	173057	2	2	1242	1158	1125
1/182/AUS_CMFT-182-1.txt	182	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	NA	3	3	2	1	184950	198450	204450	216450	190950	187950	193950	208950	202950	220950	177554	194054	203047	209049	188052	185060	191045	204552	198550	216555	3	3	1509	1163	1758
1/182/AUS_CMFT-182-1.txt	182	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	NA	1	2	4	4	1	222450	238950	249450	255450	228450	225450	231450	253950	243450	259950	221052	231550	243553	254051	225549	222556	228558	249554	239056	255556	2	4	1346	1283	1307
1/182/AUS_CMFT-182-1.txt	182	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	NA	1	4	2	2	1	267450	283950	289950	298950	273450	270450	276450	294450	288450	303450	260053	276553	288556	294557	270551	267559	273560	290060	284059	299054	4	2	1420	2130	1023
1/183/AUS_CMFT-183-1.txt	183	08-10-2011	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	NA	4	2	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	2037	2088	1925
1/183/AUS_CMFT-183-1.txt	183	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	NA	1	1	4	3	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	1333	1887	2146
1/183/AUS_CMFT-183-1.txt	183	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	1	1	2	4	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2763	4248	2024
1/183/AUS_CMFT-183-1.txt	183	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	NA	NA	1	3	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	3304	2295	2262
1/183/AUS_CMFT-183-1.txt	183	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	1	2	4	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	4573	2411	3858
1/183/AUS_CMFT-183-1.txt	183	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	NA	1	1	4	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	3003	4920	2543
1/184/AUS_CMFT-184-1.txt	184	08-20-2011	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	1	4	2	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	2309	1442	2224
1/184/AUS_CMFT-184-1.txt	184	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	NA	4	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	2585	2429	NA
1/184/AUS_CMFT-184-1.txt	184	NA	3	4	2	2	._LearnFA022	LearnLA022	LearnRA022	7500	4500	7500	7500	._LearnFA022_T1	LearnLA022_T3	._LearnRA022_T1	3	1	NA	1	2	4	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2996	2501	2337
1/184/AUS_CMFT-184-1.txt	184	NA	4	3	3	2	._LearnFA040	LearnLA040	._LearnRA040	7500	4500	1500	7500	._LearnFA040_T2	LearnLA040_T2	LearnRA040_T1	4	1	1	NA	3	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	1970	2510	2434
1/184/AUS_CMFT-184-1.txt	184	NA	5	4	2	4	._LearnFA049	LearnLA049	LearnRA049	1500	7500	6000	1500	._LearnFA049_T1	._LearnLA049_T3	._LearnRA049_T3	5	1	1	NA	2	4	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2946	2883	2029
1/184/AUS_CMFT-184-1.txt	184	NA	6	2	4	2	LearnFA076	LearnLA076	LearnRA076	7500	7500	1500	4500	LearnFA076_T3	LearnLA076_T1	LearnRA076_T1	6	1	1	1	4	2	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	3265	2255	1635
1/186/AUS_CMFT-186-1.txt	186	10-01-2011	1	2	4	4	._LearnFA004	LearnLA004	LearnRA004	15000	7500	3000	1500	._LearnFA004_T3	._LearnLA004_T1	LearnRA004_T3	1	1	1	NA	4	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1553	1344	NA
1/186/AUS_CMFT-186-1.txt	186	NA	2	3	4	4	._LearnFA011	LearnLA011	._LearnRA011	1500	7500	6000	4500	._LearnFA011_T3	._LearnLA011_T2	LearnRA011_T3	2	1	1	1	4	3	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	2060	2165	1808
