"year","id","task","tasktime","trial","onset","event","FixTime","TestSlide","TestSlide.RT","CorrectResp","TestSlide.ACC"
2,109,"CMFT_Cond2",2013-02-09 12:51:48,24,254,"Fix",7500,"B8_13_pro_R_HS",1559,2,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,24,261.5,"TestSlide",7500,"B8_13_pro_R_HS",1559,2,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,25,266,"Fix",1500,"M_4_23_R_Pro",2156,4,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,25,267.5,"TestSlide",1500,"M_4_23_R_Pro",2156,4,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,26,272,"Fix",7500,"J_8_13_r_pro_dark",1336,2,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,26,279.5,"TestSlide",7500,"J_8_13_r_pro_dark",1336,2,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,27,284,"Fix",7500,"Z_7_Front_Bot",2415,3,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,27,291.5,"TestSlide",7500,"Z_7_Front_Bot",2415,3,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,28,296,"Fix",7500,"D4_23_profile_R",2691,2,0
2,109,"CMFT_Cond2",2013-02-09 12:51:48,28,303.5,"TestSlide",7500,"D4_23_profile_R",2691,2,0
2,109,"CMFT_Cond2",2013-02-09 12:51:48,29,308,"Fix",4500,"N_6_23_L_Pro",1065,2,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,29,312.5,"TestSlide",4500,"N_6_23_L_Pro",1065,2,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,30,317,"Fix",3000,"B5_halflit_frontal",1557,4,1
2,109,"CMFT_Cond2",2013-02-09 12:51:48,30,320,"TestSlide",3000,"B5_halflit_frontal",1557,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,1,29,"Fix",1500,"NovelHLFA040_T1",3011,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,1,30.5,"TestSlide",1500,"NovelHLFA040_T1",3011,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,2,35,"Fix",7500,"Novel30RHSA049_T3",3175,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,2,42.5,"TestSlide",7500,"Novel30RHSA049_T3",3175,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,3,47,"Fix",1500,"Novel60LA076_T1",2287,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,3,48.5,"TestSlide",1500,"Novel60LA076_T1",2287,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,4,53,"Fix",1500,"NovelHLFA011_T3",3681,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,4,54.5,"TestSlide",1500,"NovelHLFA011_T3",3681,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,5,59,"Fix",7500,"NovelFBLA004_T3",3233,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,5,66.5,"TestSlide",7500,"NovelFBLA004_T3",3233,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,6,71,"Fix",3000,"Novel60LA022_T2",3607,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,6,74,"TestSlide",3000,"Novel60LA022_T2",3607,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,7,78.5,"Fix",7500,"NovelFBLA011_T1",3414,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,7,86,"TestSlide",7500,"NovelFBLA011_T1",3414,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,8,90.5,"Fix",7500,"NovelHLFA076_T3",3329,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,8,98,"TestSlide",7500,"NovelHLFA076_T3",3329,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,9,102.5,"Fix",1500,"Novel60LA040_T2",3075,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,9,104,"TestSlide",1500,"Novel60LA040_T2",3075,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,10,108.5,"Fix",7500,"NovelFBLA022_T3",2106,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,10,116,"TestSlide",7500,"NovelFBLA022_T3",2106,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,11,120.5,"Fix",3000,"Novel60RA049_T2",3055,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,11,123.5,"TestSlide",3000,"Novel60RA049_T2",3055,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,12,128,"Fix",7500,"Novel30RHSA040_T3",3300,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,12,135.5,"TestSlide",7500,"Novel30RHSA040_T3",3300,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,13,140,"Fix",7500,"NovelHLFA022_T3",3449,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,13,147.5,"TestSlide",7500,"NovelHLFA022_T3",3449,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,14,152,"Fix",4500,"NovelFBLA049_T2",3064,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,14,156.5,"TestSlide",4500,"NovelFBLA049_T2",3064,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,15,161,"Fix",4500,"Novel60RA076_T2",3209,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,15,165.5,"TestSlide",4500,"Novel60RA076_T2",3209,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,16,170,"Fix",7500,"Novel30RHSA011_T2",3018,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,16,177.5,"TestSlide",7500,"Novel30RHSA011_T2",3018,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,17,182,"Fix",7500,"NovelFBLA040_T2",2194,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,17,189.5,"TestSlide",7500,"NovelFBLA040_T2",2194,3,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,18,194,"Fix",7500,"Novel60RA004_T2",2943,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,18,201.5,"TestSlide",7500,"Novel60RA004_T2",2943,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,19,206,"Fix",3000,"Novel60LA011_T3",2354,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,19,209,"TestSlide",3000,"Novel60LA011_T3",2354,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,20,213.5,"Fix",7500,"NovelHLFA049_T3",3010,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,20,221,"TestSlide",7500,"NovelHLFA049_T3",3010,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,21,225.5,"Fix",7500,"Novel60LA004_T1",3263,2,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,21,233,"TestSlide",7500,"Novel60LA004_T1",3263,2,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,22,237.5,"Fix",7500,"Novel30RHSA076_T2",3508,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,22,245,"TestSlide",7500,"Novel30RHSA076_T2",3508,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,23,249.5,"Fix",4500,"Novel60RA022_T2",3802,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,23,254,"TestSlide",4500,"Novel60RA022_T2",3802,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,24,258.5,"Fix",7500,"Novel30RHSA004_T3",4349,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,24,266,"TestSlide",7500,"Novel30RHSA004_T3",4349,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,25,270.5,"Fix",1500,"Novel60RA040_T3",2624,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,25,272,"TestSlide",1500,"Novel60RA040_T3",2624,4,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,26,276.5,"Fix",7500,"Novel30RHSA022_T1",2698,2,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,26,284,"TestSlide",7500,"Novel30RHSA022_T1",2698,2,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,27,288.5,"Fix",7500,"NovelFBLA076_T2",4263,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,27,296,"TestSlide",7500,"NovelFBLA076_T2",4263,3,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,28,300.5,"Fix",1500,"Novel60RA011_T1",3759,2,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,28,302,"TestSlide",1500,"Novel60RA011_T1",3759,2,0
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,29,306.5,"Fix",3000,"Novel60LA049_T1",2775,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,29,309.5,"TestSlide",3000,"Novel60LA049_T1",2775,2,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,30,314,"Fix",4500,"NovelHLFA004_T3",3377,4,1
1,110,"AUS_CMFT_Cond2",2012-06-19 09:36:07,30,318.5,"TestSlide",4500,"NovelHLFA004_T3",3377,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,1,29,"Fix",3000,"5_CI_Side1_Cond2_2_resize",3004,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,1,32,"TestSlide",3000,"5_CI_Side1_Cond2_2_resize",3004,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,2,36.5,"Fix",3000,"1_ARL_Back_Cond2_3",2892,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,2,39.5,"TestSlide",3000,"1_ARL_Back_Cond2_3",2892,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,3,44,"Fix",1500,"6_TC_Side1_Cond2_2",2490,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,3,45.6,"TestSlide",1500,"6_TC_Side1_Cond2_2",2490,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,4,50,"Fix",6000,"2_HC_Front1_Cond2_2",2447,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,4,56,"TestSlide",6000,"2_HC_Front1_Cond2_2",2447,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,5,60.5,"Fix",4500,"5_CI_Front1_Cond2_1",2851,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,5,65,"TestSlide",4500,"5_CI_Front1_Cond2_1",2851,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,6,69.5,"Fix",7500,"3_FT_Back_Cond2_3",3351,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,6,77.1,"TestSlide",7500,"3_FT_Back_Cond2_3",3351,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,7,81.5,"Fix",3000,"4_KS_Side1_Cond2_3",3560,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,7,84.6,"TestSlide",3000,"4_KS_Side1_Cond2_3",3560,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,8,89,"Fix",7500,"6_TC_Side2_Cond2_1",3779,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,8,96.6,"TestSlide",7500,"6_TC_Side2_Cond2_1",3779,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,9,101,"Fix",7500,"1_ARL_Front1_Cond2_3",3914,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,9,108.6,"TestSlide",7500,"1_ARL_Front1_Cond2_3",3914,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,10,113,"Fix",6000,"2_HC_Front2_Cond2_2",3314,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,10,119.1,"TestSlide",6000,"2_HC_Front2_Cond2_2",3314,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,11,123.5,"Fix",1500,"4_KS_Back_Cond2_1",3137,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,11,125.1,"TestSlide",1500,"4_KS_Back_Cond2_1",3137,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,12,129.5,"Fix",6000,"3_FT_Side1_Cond2_2",3944,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,12,135.6,"TestSlide",6000,"3_FT_Side1_Cond2_2",3944,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,13,140,"Fix",3000,"5_CI_Back_Cond2_2",3479,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,13,143.1,"TestSlide",3000,"5_CI_Back_Cond2_2",3479,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,14,147.5,"Fix",7500,"1_ARL_Side1_Cond2_2",4119,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,14,155.1,"TestSlide",7500,"1_ARL_Side1_Cond2_2",4119,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,15,159.5,"Fix",7500,"6_TC_Front1_Cond2_3",2458,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,15,167.1,"TestSlide",7500,"6_TC_Front1_Cond2_3",2458,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,16,171.5,"Fix",3000,"2_HC_Side1_Cond2_1",3603,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,16,174.6,"TestSlide",3000,"2_HC_Side1_Cond2_1",3603,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,17,179.1,"Fix",3000,"4_KS_Front1_Cond2_3",3220,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,17,182.1,"TestSlide",3000,"4_KS_Front1_Cond2_3",3220,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,18,186.6,"Fix",3000,"5_CI_Front2_Cond2_1",2512,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,18,189.6,"TestSlide",3000,"5_CI_Front2_Cond2_1",2512,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,19,194.1,"Fix",7500,"3_FT_Front1_Cond2_1",3662,2,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,19,201.6,"TestSlide",7500,"3_FT_Front1_Cond2_1",3662,2,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,20,206.1,"Fix",4500,"1_ARL_Side2_Cond2_2",3439,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,20,210.6,"TestSlide",4500,"1_ARL_Side2_Cond2_2",3439,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,21,215.1,"Fix",1500,"4_KS_Side2_Cond2_1",3992,2,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,21,216.6,"TestSlide",1500,"4_KS_Side2_Cond2_1",3992,2,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,22,221.1,"Fix",3000,"6_TC_Front2_Cond2_3",3216,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,22,224.1,"TestSlide",3000,"6_TC_Front2_Cond2_3",3216,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,23,228.6,"Fix",7500,"2_HC_Side2_Cond2_3",3663,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,23,236.1,"TestSlide",7500,"2_HC_Side2_Cond2_3",3663,4,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,24,240.6,"Fix",7500,"3_FT_Front2_Cond2_1",3445,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,24,248.1,"TestSlide",7500,"3_FT_Front2_Cond2_1",3445,2,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,25,252.6,"Fix",6000,"6_TC_Back_Cond2_3",1903,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,25,258.6,"TestSlide",6000,"6_TC_Back_Cond2_3",1903,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,26,263.1,"Fix",4500,"1_ARL_Front2_Cond2_2",NA,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,26,267.6,"TestSlide",4500,"1_ARL_Front2_Cond2_2",NA,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,27,272.1,"Fix",7500,"5_CI_Side2_Cond2_2",2869,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,27,279.6,"TestSlide",7500,"5_CI_Side2_Cond2_2",2869,3,0
1,110,"Cars_Cond2",2012-06-19 09:48:40,28,284.1,"Fix",7500,"4_KS_Front2_Cond2_2",3334,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,28,291.6,"TestSlide",7500,"4_KS_Front2_Cond2_2",3334,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,29,296.1,"Fix",7500,"3_FT_Side2_Cond2_3",3370,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,29,303.6,"TestSlide",7500,"3_FT_Side2_Cond2_3",3370,4,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,30,308.1,"Fix",7500,"2_HC_Back_Cond2_2",2948,3,1
1,110,"Cars_Cond2",2012-06-19 09:48:40,30,315.6,"TestSlide",7500,"2_HC_Back_Cond2_2",2948,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,1,29,"Fix",1500,"M_5_Front_Halflit",2178,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,1,30.5,"TestSlide",1500,"M_5_Front_Halflit",2178,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,2,35,"Fix",6000,"N_8_13_R_Pro_dark",2253,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,2,41,"TestSlide",6000,"N_8_13_R_Pro_dark",2253,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,3,45.5,"Fix",1500,"Z_6_23_Pro_L",2765,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,3,47,"TestSlide",1500,"Z_6_23_Pro_L",2765,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,4,51.5,"Fix",7500,"D5_Halflit_Frontal",3145,4,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,4,59,"TestSlide",7500,"D5_Halflit_Frontal",3145,4,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,5,63.5,"Fix",7500,"B7_Bottomlit_Frontal",NA,4,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,5,71,"TestSlide",7500,"B7_Bottomlit_Frontal",NA,4,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,6,75.5,"Fix",7500,"J_6_23_L_Pro",2277,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,6,83,"TestSlide",7500,"J_6_23_L_Pro",2277,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,7,87.5,"Fix",7500,"D7_Bottomlit_Frontal",2139,2,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,7,95,"TestSlide",7500,"D7_Bottomlit_Frontal",2139,2,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,8,99.5,"Fix",1500,"Z_5_Front_Half",1650,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,8,101,"TestSlide",1500,"Z_5_Front_Half",1650,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,9,105.5,"Fix",7500,"M_6_23_L_Pro",2210,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,9,113,"TestSlide",7500,"M_6_23_L_Pro",2210,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,10,117.5,"Fix",4500,"J_7_Bottom_Lit",1963,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,10,122,"TestSlide",4500,"J_7_Bottom_Lit",1963,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,11,126.5,"Fix",7500,"N_4_23_R_Pro",1579,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,11,134,"TestSlide",7500,"N_4_23_R_Pro",1579,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,12,138.5,"Fix",6000,"M_8_13_R_Pro_dark",2328,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,12,144.5,"TestSlide",6000,"M_8_13_R_Pro_dark",2328,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,13,149,"Fix",1500,"J_5_Front_Halflit",1463,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,13,150.5,"TestSlide",1500,"J_5_Front_Halflit",1463,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,14,155,"Fix",4500,"N_7_Front_Bot",2205,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,14,159.5,"TestSlide",4500,"N_7_Front_Bot",2205,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,15,164,"Fix",7500,"Z_4_23_Pro_R",1246,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,15,171.5,"TestSlide",7500,"Z_4_23_Pro_R",1246,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,16,176,"Fix",4500,"D8_13_Profile_R",2167,3,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,16,180.5,"TestSlide",4500,"D8_13_Profile_R",2167,3,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,17,185,"Fix",1500,"M_7_Front_Bot",2263,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,17,186.5,"TestSlide",1500,"M_7_Front_Bot",2263,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,18,191,"Fix",7500,"B4_23_pro_ri",2400,3,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,18,198.5,"TestSlide",7500,"B4_23_pro_ri",2400,3,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,19,203,"Fix",6000,"D6_23_Profile_L",3363,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,19,209,"TestSlide",6000,"D6_23_Profile_L",3363,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,20,213.5,"Fix",4500,"N_5_Front_Half",1789,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,20,218,"TestSlide",4500,"N_5_Front_Half",1789,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,21,222.5,"Fix",7500,"B6_23_pro_L",2437,2,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,21,230,"TestSlide",7500,"B6_23_pro_L",2437,2,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,22,234.5,"Fix",7500,"Z_8_13_Pro_R_dark",1774,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,22,242,"TestSlide",7500,"Z_8_13_Pro_R_dark",1774,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,23,246.5,"Fix",3000,"J_4_23_R_Pro",3643,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,23,249.5,"TestSlide",3000,"J_4_23_R_Pro",3643,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,24,254,"Fix",7500,"B8_13_pro_R_HS",3756,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,24,261.5,"TestSlide",7500,"B8_13_pro_R_HS",3756,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,25,266,"Fix",1500,"M_4_23_R_Pro",2395,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,25,267.5,"TestSlide",1500,"M_4_23_R_Pro",2395,4,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,26,272,"Fix",7500,"J_8_13_r_pro_dark",2347,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,26,279.5,"TestSlide",7500,"J_8_13_r_pro_dark",2347,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,27,284,"Fix",7500,"Z_7_Front_Bot",2670,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,27,291.5,"TestSlide",7500,"Z_7_Front_Bot",2670,3,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,28,296,"Fix",7500,"D4_23_profile_R",3604,2,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,28,303.5,"TestSlide",7500,"D4_23_profile_R",3604,2,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,29,308,"Fix",4500,"N_6_23_L_Pro",2224,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,29,312.5,"TestSlide",4500,"N_6_23_L_Pro",2224,2,1
1,110,"CMFT_Cond2",2012-06-19 09:23:22,30,317,"Fix",3000,"B5_halflit_frontal",3685,4,0
1,110,"CMFT_Cond2",2012-06-19 09:23:22,30,320,"TestSlide",3000,"B5_halflit_frontal",3685,4,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,1,29,"Fix",1500,"NovelHLFA040_T1",3523,2,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,1,30.5,"TestSlide",1500,"NovelHLFA040_T1",3523,2,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,2,35,"Fix",7500,"Novel30RHSA049_T3",1956,4,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,2,42.5,"TestSlide",7500,"Novel30RHSA049_T3",1956,4,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,3,47,"Fix",1500,"Novel60LA076_T1",1971,2,1
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,3,48.5,"TestSlide",1500,"Novel60LA076_T1",1971,2,1
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,4,53,"Fix",1500,"NovelHLFA011_T3",2773,4,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,4,54.5,"TestSlide",1500,"NovelHLFA011_T3",2773,4,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,5,59,"Fix",7500,"NovelFBLA004_T3",2746,4,1
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,5,66.5,"TestSlide",7500,"NovelFBLA004_T3",2746,4,1
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,6,71,"Fix",3000,"Novel60LA022_T2",2685,3,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,6,74,"TestSlide",3000,"Novel60LA022_T2",2685,3,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,7,78.5,"Fix",7500,"NovelFBLA011_T1",2254,2,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,7,86,"TestSlide",7500,"NovelFBLA011_T1",2254,2,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,8,90.5,"Fix",7500,"NovelHLFA076_T3",2502,4,1
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,8,98,"TestSlide",7500,"NovelHLFA076_T3",2502,4,1
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,9,102.5,"Fix",1500,"Novel60LA040_T2",1881,3,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,9,104,"TestSlide",1500,"Novel60LA040_T2",1881,3,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,10,108.5,"Fix",7500,"NovelFBLA022_T3",1453,4,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,10,116,"TestSlide",7500,"NovelFBLA022_T3",1453,4,0
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,11,120.5,"Fix",3000,"Novel60RA049_T2",2013,3,1
1,111,"AUS_CMFT_Cond2",2012-06-19 11:01:35,11,123.5,"TestSlide",3000,"Novel60RA049_T2",2013,3,1
