file	id	SessionDate	TrialList	CorrectResp1	CorrectResp2	CorrectResp3	BackImage	FrontImage	SideImage	Fixation1	Fixation2	Fixation3	Fixation4	TestBack	TestFront	TestSide	TrialList	TestBack.ACC	TestFront.ACC	TestSide.ACC	TestFront.CRESP	TestSide.CRESP	TrialList.Cycle	Fixation2.Duration	Fixation1.OffsetTime	Fixation2.OffsetTime	Fixation3.OffsetTime	Fixation4.OffsetTime	MemorizeBack.OffsetTime	MemorizeFront.OffsetTime	MemorizeSide.OffsetTime	TestBack.OffsetTime	TestFront.OffsetTime	TestSide.OffsetTime	Fixation1.OnsetTime	Fixation2.OnsetTime	Fixation3.OnsetTime	Fixation4.OnsetTime	MemorizeBack.OnsetTime	MemorizeFront.OnsetTime	MemorizeSide.OnsetTime	TestBack.OnsetTime	TestFront.OnsetTime	TestSide.OnsetTime	TestFront.RESP	TestSide.RESP	TestBack.RT	TestFront.RT	TestSide.RT
1/215/Cars-215-1.txt	215	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	NA	3	4	1	4500	139669	153169	165169	177169	148669	142669	145669	181669	157669	169669	136765	148768	157778	169764	145776	139774	142766	177270	153265	165268	3	3	2052	1541	1996
1/215/Cars-215-1.txt	215	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	NA	2	4	1	7500	189169	205669	211669	223669	198169	192169	195169	228169	210169	216169	181767	198267	210270	216271	195275	189273	192266	223777	205773	211774	2	3	2582	2102	1067
1/215/Cars-215-1.txt	215	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	229669	241669	247669	258169	238669	232669	235669	262669	246169	252169	228274	238772	246278	252280	235780	229779	232771	258265	241765	247766	3	3	1815	1890	1694
1/215/Cars-215-1.txt	215	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	1	4	2	1	7500	270169	286669	292669	298669	279169	273169	276169	303169	291169	297169	262778	279278	291264	297265	276269	270267	273276	298770	286767	292769	4	2	1444	2154	1755
1/216/Cars-216-1.txt	216	01-26-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	NA	4	2	1	7500	51018	67518	78018	85518	60018	54018	57018	90018	72018	82518	36137	60126	72129	82627	57117	51115	54124	85619	67615	78113	4	3	2836	4793	2252
1/216/Cars-216-1.txt	216	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	93018	109518	118518	129018	102018	96018	99018	133518	114018	123018	90116	102119	114122	123116	99127	93125	96118	129201	109625	118619	2	3	4269	3056	2262
1/216/Cars-216-1.txt	216	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	NA	1	1	3	4	1	4500	136518	150018	162018	174018	145518	139518	142518	178518	154518	166518	133614	145617	154627	166613	142624	136623	139615	174119	150114	162117	3	4	3254	2189	1844
1/216/Cars-216-1.txt	216	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	NA	NA	2	4	1	7500	186018	202518	208518	220518	195018	189018	192018	225018	207018	213018	178616	195116	207119	213120	192124	186122	189115	220626	202622	208623	4	2	2082	4593	2512
1/216/Cars-216-1.txt	216	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	NA	1	NA	3	3	1	3000	226518	238518	244518	255018	235518	229518	232518	259518	243018	249018	225123	235622	243127	249129	232629	226628	229620	255114	238614	244615	3	2	2725	4615	1754
1/216/Cars-216-1.txt	216	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	NA	4	2	1	7500	267018	283518	289518	295518	276018	270018	273018	300018	288018	294018	259627	276127	288113	294115	273118	267116	270126	295619	283616	289618	4	3	1874	3146	2468
1/217/Cars-217-1.txt	217	06-09-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	NA	NA	4	2	1	7500	56923	73423	83923	91423	65923	59923	62923	95923	77923	88423	42040	66029	78032	88530	63020	57018	60027	91522	73518	84033	3	3	2361	2671	2242
1/217/Cars-217-1.txt	217	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	NA	1	2	3	1	7500	98923	115423	124423	134923	107923	101923	104923	139423	119923	128923	96019	108022	120025	129019	105030	99028	102021	135020	115528	124522	4	3	1079	3826	1379
1/217/Cars-217-1.txt	217	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	NA	NA	1	3	4	1	4500	142423	155923	167923	179923	151423	145423	148423	184423	160423	172423	139534	151520	160530	172533	148527	142526	145518	180022	156033	168019	4	4	2436	1759	1669
1/217/Cars-217-1.txt	217	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	NA	1	2	4	1	7500	191923	208423	214423	226423	200923	194923	197923	230923	212923	218923	184519	201019	213022	219023	198027	192025	195018	226529	208525	214526	3	4	2174	2602	2328
1/217/Cars-217-1.txt	217	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	NA	1	3	3	1	3000	232423	244423	250423	260923	241423	235423	238423	265423	248923	254923	231026	241524	249030	255032	238532	232531	235523	261033	244533	250518	4	3	2566	2178	2528
1/217/Cars-217-1.txt	217	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	NA	NA	NA	4	2	1	7500	272923	289423	295423	301423	281923	275923	278923	305923	293923	299923	265530	282030	294033	300034	279021	273019	276028	301522	289519	295520	3	4	2936	2623	1697
1/218/Cars-218-1.txt	218	02-15-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	1	4	2	1	7500	46952	63452	73952	81452	55952	49952	52952	85952	67952	78452	32055	56060	68063	78561	53051	47050	50059	81554	63550	74048	4	2	1727	2116	3863
1/218/Cars-218-1.txt	218	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	88952	105452	114452	124952	97952	91952	94952	129452	109952	118952	86051	98053	110056	119050	95061	89060	92052	125051	105559	114553	2	3	2744	1278	1824
1/218/Cars-218-1.txt	218	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	132452	145952	157952	169952	141452	135452	138452	174452	150452	162452	129548	141551	150561	162547	138559	132557	135550	170053	146048	158051	3	4	1811	2290	3583
1/218/Cars-218-1.txt	218	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	NA	1	2	4	1	7500	181952	198452	204452	216452	190952	184952	187952	220952	202952	208952	174550	191050	203053	209054	188058	182056	185049	216560	198556	204557	4	4	2195	1606	3243
1/218/Cars-218-1.txt	218	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	222452	234452	240452	250952	231452	225452	228452	255452	238952	244952	221057	231555	239061	245063	228563	222561	225554	251047	234548	240549	3	3	950	2138	1677
1/218/Cars-218-1.txt	218	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	1	4	2	1	7500	262952	279452	285452	291452	271952	265952	268952	295952	283952	289952	255561	272060	284047	290048	269051	263050	266059	291552	279550	285551	4	2	1186	1814	3314
1/223/Cars-223-1.txt	223	03-17-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	NA	4	2	1	7500	51028	67528	78028	85528	60028	54028	57028	90028	72028	82528	36136	60125	72127	82626	57132	51131	54123	85635	67631	78129	4	3	3105	2314	2956
1/223/Cars-223-1.txt	223	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	NA	NA	1	2	3	1	7500	93028	109528	118528	129028	102028	96028	99028	133528	114028	123028	90131	102134	114137	123131	99125	93124	96133	129132	109623	118634	3	3	2372	3213	3085
1/223/Cars-223-1.txt	223	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	136528	150028	162028	174028	145528	139528	142528	178528	154528	166528	133629	145632	154625	166628	142623	136638	139630	174134	150128	162131	3	4	2352	1472	3409
1/223/Cars-223-1.txt	223	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	NA	2	4	1	7500	186028	202528	208528	220528	195028	189028	192028	225028	207028	213028	178631	195130	207133	213134	192138	186137	189129	220624	202636	208638	2	NA	3320	3450	NA
1/223/Cars-223-1.txt	223	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	226528	238528	244528	255028	235528	229528	232528	259528	243028	249028	225137	235635	243125	249126	232626	226625	229634	255127	238628	244629	3	3	2556	3256	2210
1/223/Cars-223-1.txt	223	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	NA	NA	4	2	1	7500	267028	283528	289528	295528	276028	270028	273028	300028	288028	294028	259624	276124	288126	294128	273131	267130	270139	295632	283630	289631	3	3	3689	3109	3933
1/225/Cars-225-1.txt	225	06-19-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	1	4	2	1	7500	51063	67563	78063	85563	60063	54063	57063	90063	72063	82563	36179	60168	72171	82669	57159	51174	54166	85661	67674	78172	4	2	1723	2310	2057
1/225/Cars-225-1.txt	225	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	93063	109563	118563	129063	102063	96063	99063	133563	114063	123063	90158	102161	114164	123158	99169	93167	96160	129159	109667	118661	2	3	1707	1870	2381
1/225/Cars-225-1.txt	225	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	NA	1	3	4	1	4500	136563	150063	162063	174063	145563	139563	142563	178563	154563	166563	133673	145659	154669	166672	142667	136665	139658	174161	150173	162159	4	4	1581	2721	3418
1/225/Cars-225-1.txt	225	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	NA	NA	2	4	1	7500	186063	202563	208563	220563	195063	189063	192063	225063	207063	213063	178658	195158	207161	213162	192166	186164	189173	220668	202664	208665	3	2	1903	2407	3344
1/225/Cars-225-1.txt	225	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	226563	238563	244563	255063	235563	229563	232563	259563	243063	249063	225165	235664	243169	249171	232671	226670	229662	255172	238673	244674	3	3	1498	1369	2063
1/225/Cars-225-1.txt	225	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	1	4	2	1	7500	267063	283563	289563	295563	276063	270063	273063	300063	288063	294063	259669	276169	288172	294173	273160	267158	270167	295661	283658	289660	4	2	1686	2418	2399
1/226/Cars-226-1.txt	226	03-31-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	NA	4	2	1	7500	50002	66502	77002	84502	59002	53002	56002	89002	71002	81502	35111	59100	71103	81602	56108	50107	53099	84611	66606	77105	4	4	3458	2342	3054
1/226/Cars-226-1.txt	226	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	92002	108502	117502	128002	101002	95002	98002	132502	113002	122002	89108	101110	113097	122107	98101	92100	95109	128108	108600	117610	2	3	3260	2970	2198
1/226/Cars-226-1.txt	226	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	NA	3	4	1	4500	135502	149002	161002	173002	144502	138502	141502	177502	153502	165502	132605	144608	153602	165605	141599	135598	138607	173111	149105	161108	3	3	1871	2471	3657
1/226/Cars-226-1.txt	226	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	NA	NA	2	4	1	7500	185002	201502	207502	219502	194002	188002	191002	224002	206002	212002	177608	194107	206110	212112	191098	185097	188106	219601	201597	207598	3	2	2633	3144	3928
1/226/Cars-226-1.txt	226	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	1	1	3	3	1	3000	225502	237502	243502	254002	234502	228502	231502	258502	242002	248002	224098	234613	242102	248104	231604	225602	228611	254105	237605	243607	3	3	2748	2319	2781
1/226/Cars-226-1.txt	226	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	1	4	2	1	7500	266002	282502	288502	294502	275002	269002	272002	299002	287002	293002	258602	275102	287104	293106	272109	266108	269100	294610	282608	288609	4	2	1959	2413	3520
1/227/Cars-227-1.txt	227	11-26-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	1	NA	4	2	1	7500	69070	85570	96070	103570	78070	72070	75070	108070	90070	100570	54186	78175	90177	100676	75166	69181	72173	103668	85681	96179	4	3	1873	2206	2804
1/227/Cars-227-1.txt	227	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	111070	127570	136570	147070	120070	114070	117070	151570	132070	141070	108165	120168	132171	141181	117175	111174	114166	147166	127674	136668	2	3	2614	1900	2931
1/227/Cars-227-1.txt	227	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	154570	168070	180070	192070	163570	157570	160570	196570	172570	184570	151679	163666	172676	184679	160673	154672	157681	192168	168179	180165	3	4	2091	1244	2824
1/227/Cars-227-1.txt	227	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	1	1	2	4	1	7500	204070	220570	226570	238570	213070	207070	210070	243070	225070	231070	196665	213165	225168	231169	210172	204171	207180	238675	220671	226672	2	4	2358	2054	2468
1/227/Cars-227-1.txt	227	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	NA	1	1	3	3	1	3000	244570	256570	262570	273070	253570	247570	250570	277570	261070	267070	243172	253670	261176	267177	250678	244676	247669	273179	256679	262681	3	3	1313	2060	1573
1/227/Cars-227-1.txt	227	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	NA	4	2	1	7500	285070	301570	307570	313570	294070	288070	291070	318070	306070	312070	277676	294175	306178	312180	291166	285165	288174	313668	301665	307666	4	3	1708	2003	2284
1/228/Cars-228-1.txt	228	05-12-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	1	4	2	1	7500	58058	74558	85058	92558	67058	61058	64058	97058	79058	89558	43165	67154	79157	89655	64162	58161	61153	92664	74660	85158	4	2	3101	3345	3447
1/228/Cars-228-1.txt	228	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	NA	1	1	2	3	1	7500	100058	116558	125558	136058	109058	103058	106058	140558	121058	130058	97161	109164	121167	130161	106155	100154	103163	136162	116653	125664	2	3	3200	4771	1772
1/228/Cars-228-1.txt	228	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	NA	NA	3	4	1	4500	143558	157058	169058	181058	152558	146558	149558	185558	161558	173558	140659	152662	161655	173658	149653	143668	146660	181164	157158	169161	2	3	1632	4689	1247
1/228/Cars-228-1.txt	228	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	1	NA	1	2	4	1	7500	193058	209558	215558	227558	202058	196058	199058	232058	214058	220058	185661	202161	214163	220165	199168	193167	196159	227654	209666	215668	3	4	1349	2353	1524
1/228/Cars-228-1.txt	228	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	NA	1	1	3	3	1	3000	233558	245558	251558	262058	242558	236558	239558	266558	250058	256058	232168	242666	250155	256156	239657	233655	236664	262158	245658	251660	3	3	828	3152	2645
1/228/Cars-228-1.txt	228	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	NA	1	4	2	1	7500	274058	290558	296558	302558	283058	277058	280058	307058	295058	301058	266655	283154	295157	301159	280162	274161	277153	302663	290660	296662	3	2	2242	3860	3690
1/229/Cars-229-1.txt	229	04-25-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	NA	1	NA	4	2	1	7500	53308	69808	80308	87808	62308	56308	59308	92308	74308	84808	38420	62409	74412	84910	59417	53416	56408	87903	69915	80413	4	NA	2727	2642	NA
1/229/Cars-229-1.txt	229	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	NA	1	2	3	1	7500	95308	111808	120808	131308	104308	98308	101308	135808	116308	125308	92416	104419	116405	125415	101410	95408	98417	131417	111908	120918	3	3	2082	2550	2112
1/229/Cars-229-1.txt	229	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	1	3	4	1	4500	138808	152308	164308	176308	147808	141808	144808	180808	156808	168808	135913	147916	156910	168913	144907	138906	141915	176418	152413	164416	3	4	2769	2868	2881
1/229/Cars-229-1.txt	229	NA	4	2	4	2	Target4_KiaSpectra_Back	Target4_KiaSpectra_Front	Target4_KiaSpectra_Side	7500	7500	1500	7500	4_KS_Back_Cond1_1	4_KS_Front_Cond1_1	4_KS_Side_Cond1_3	4	NA	1	1	2	4	1	7500	188308	204808	210808	222808	197308	191308	194308	227308	209308	215308	180915	197415	209418	215419	194406	188404	191414	222908	204904	210905	2	4	2980	2352	3258
1/229/Cars-229-1.txt	229	NA	5	3	3	4	Target5_ChevyImpala_Back	Target5_ChevyImpala_Front	Target5_ChevyImpala_Side	1500	3000	1500	6000	5_CI_Back_Cond1_3	5_CI_Front_Cond1_2	5_CI_Side_Cond1_2	5	1	NA	1	3	3	1	3000	228808	240808	246808	257308	237808	231808	234808	261808	245308	251308	227405	237903	245409	251410	234911	228909	231919	257412	240912	246914	4	3	2937	3802	3995
1/229/Cars-229-1.txt	229	NA	6	4	2	4	Target6_ToyotaCamry_Back	Target6_ToyotaCamry_Front	Target6_ToyotaCamry_Side	7500	7500	1500	1500	6_TC_Back_Cond1_3	6_TC_Front_Cond1_3	6_TC_Side_Cond1_1	6	1	1	NA	4	2	1	7500	269308	285808	291808	297808	278308	272308	275308	302308	290308	296308	261909	278408	290411	296412	275416	269415	272407	297917	285914	291915	4	4	2813	3271	3095
1/231/Cars-231-1.txt	231	04-24-2012	1	4	2	2	Target1_AcuraRL_Back	Target1_AcuraRL_Front	Target1_AcuraRL_Side	15000	7500	6000	3000	1_ARL_Back_Cond1_1	1_ARL_Front_Cond1_3	1_ARL_Side_Cond1_1	1	1	NA	1	4	2	1	7500	51730	68230	78730	86230	60730	54730	57730	90730	72730	83230	36847	60836	72838	83337	57827	51825	54834	86329	68325	78840	3	2	2802	2445	2311
1/231/Cars-231-1.txt	231	NA	2	2	3	3	Target2_HondaCivic_Back	Target2_HondaCivic_Front	Target2_HondaCivic_Side	3000	7500	4500	6000	2_HC_Back_Cond1_2	2_HC_Front_Cond1_1	2_HC_Side_Cond1_2	2	1	1	1	2	3	1	7500	93730	110230	119230	129730	102730	96730	99730	134230	114730	123730	90826	102829	114832	123825	99836	93835	96827	129827	110335	119328	2	3	2002	2942	2751
1/231/Cars-231-1.txt	231	NA	3	3	4	4	Target3_FordTaurus_Back	Target3_FordTaurus_Front	Target3_FordTaurus_Side	3000	4500	7500	7500	3_FT_Back_Cond1_3	3_FT_Front_Cond1_2	3_FT_Side_Cond1_3	3	1	1	NA	3	4	1	4500	137230	150730	162730	174730	146230	140230	143230	179230	155230	167230	134340	146326	155337	167340	143334	137333	140325	174829	150840	162826	3	3	2800	2640	3618
